segment_id,hour_of_day,day_of_week,weather,cumulative_delay,actual_travel_time
16,20,6,0,6.8,25.02
12,16,1,0,0.2,14.53
7,11,3,0,0.3,8.85
18,13,4,0,0.8,21.86
15,19,6,0,9.2,35.31
6,6,2,0,0.3,7.37
12,12,3,0,5.1,18.75
11,13,4,0,6.7,18.97
3,14,1,2,1.4,6.26
2,16,5,0,1.0,3.42
6,13,2,0,3.4,10.15
5,12,5,0,3.6,9.8
18,21,6,0,4.5,26.5
16,8,0,1,5.3,38.48
8,7,5,0,0.9,9.47
11,20,0,0,3.5,16.54
10,8,6,0,0.4,16.83
12,9,4,0,2.1,23.4
6,9,3,1,2.8,16.93
5,11,1,0,0.5,7.91
9,17,4,0,0.2,15.93
16,12,1,0,0.6,18.64
14,17,5,0,1.6,25.26
8,9,1,0,6.6,20.19
19,21,5,0,2.3,24.75
14,15,1,0,4.1,20.2
7,11,2,1,0.6,11.76
5,14,4,0,0.3,7.08
18,19,2,0,0.8,31.23
2,11,3,0,1.1,3.61
11,19,3,0,2.4,22.82
8,8,0,0,6.4,19.89
1,6,0,0,1.7,2.79
12,16,0,0,2.2,17.02
2,15,6,2,0.0,4.14
18,15,3,0,0.1,21.77
7,18,1,1,0.3,16.69
17,10,5,1,3.6,40.13
14,21,6,2,2.0,25.8
7,15,1,0,0.6,9.4
3,15,4,1,2.7,6.58
6,8,3,2,2.4,16.54
2,13,5,0,0.3,3.34
17,15,5,0,3.1,23.21
12,20,5,0,4.4,17.59
12,6,0,0,1.0,15.36
17,16,5,0,3.5,23.57
10,7,5,0,0.7,12.2
3,8,3,1,4.2,9.31
18,8,1,0,7.3,39.55
13,17,6,1,1.7,27.64
12,13,6,0,0.8,15.48
17,10,1,0,1.5,30.52
4,13,2,0,0.9,5.75
10,16,2,0,0.0,11.82
11,21,4,1,3.2,20.02
6,19,3,0,0.1,10.27
6,20,2,0,0.7,8.22
9,20,2,2,3.8,19.88
15,16,3,0,3.3,19.44
2,11,1,1,0.2,3.37
4,20,4,0,3.2,7.61
5,17,4,0,8.0,15.71
17,7,4,0,0.2,20.2
8,16,2,2,1.6,14.04
8,9,1,0,3.9,17.14
12,21,4,1,3.3,20.39
8,14,3,2,0.8,15.08
19,21,4,0,0.5,23.87
3,9,6,0,4.6,10.63
18,10,0,1,9.4,47.23
19,10,1,0,4.4,36.72
19,15,0,0,9.9,33.81
15,13,1,0,2.8,21.85
6,11,5,1,7.9,17.68
16,15,3,1,3.5,26.53
8,12,5,0,7.2,16.42
16,11,2,0,0.5,19.39
18,19,2,2,5.1,48.36
16,19,5,0,0.7,30.3
11,19,1,1,0.1,24.26
7,10,4,0,2.2,14.06
17,21,0,1,1.1,26.6
17,20,3,2,0.1,28.24
12,10,4,0,11.8,32.97
13,8,2,0,3.3,25.33
10,12,4,0,7.0,18.51
7,18,5,0,21.0,34.05
14,15,5,0,1.5,18.02
1,10,6,0,0.9,2.2
17,12,6,0,0.6,20.65
4,20,0,0,2.2,8.41
5,7,2,1,2.8,11.51
7,14,1,0,1.9,10.47
10,13,3,0,1.5,13.68
17,20,5,0,0.6,20.58
7,10,3,1,1.7,16.6
1,7,2,0,0.3,1.73
7,11,1,0,6.0,14.66
11,13,6,0,0.1,13.42
9,12,5,1,1.4,15.93
12,21,0,1,0.3,18.27
3,13,3,0,4.5,7.92
4,9,2,0,1.1,8.3
4,21,3,0,0.4,4.21
13,19,6,1,2.3,31.13
19,8,6,0,7.4,40.48
10,21,1,0,7.2,19.71
5,12,0,0,0.9,7.5
7,7,6,1,3.8,15.06
16,19,1,0,0.1,28.49
1,10,6,0,0.4,2.52
12,18,5,0,2.1,22.49
2,12,4,0,0.8,4.22
7,6,1,0,4.8,12.85
11,9,1,0,8.0,27.23
13,20,3,0,0.0,15.65
2,7,6,0,0.8,4.32
7,11,1,0,1.7,11.27
15,17,2,0,2.5,27.07
11,6,5,0,7.4,20.43
2,12,3,0,6.7,9.75
7,8,3,0,3.0,15.13
4,17,4,0,0.9,5.8
11,6,5,0,4.6,18.4
2,20,2,0,0.7,3.13
16,13,5,0,10.1,29.06
7,12,1,2,0.0,12.89
13,7,4,0,2.5,18.76
5,12,2,0,0.3,5.84
17,8,4,0,1.6,31.39
12,20,5,0,3.0,17.38
19,18,0,0,3.5,37.98
7,14,5,1,4.6,15.83
6,13,1,0,2.7,8.07
8,10,4,0,0.9,14.69
13,12,0,1,6.6,24.94
5,8,1,0,5.0,13.99
2,6,4,0,0.5,2.5
9,6,4,0,5.3,16.67
11,20,5,0,10.8,22.39
6,16,6,0,3.0,11.63
7,7,4,0,1.0,8.85
7,13,4,0,2.8,10.48
19,6,3,1,1.3,30.7
6,21,6,1,3.4,13.87
11,16,4,1,2.4,18.74
11,17,5,1,8.0,32.1
7,10,3,0,2.9,14.38
2,14,3,0,0.7,4.13
19,17,0,0,3.9,35.95
4,14,1,1,1.1,7.65
6,7,3,0,1.0,7.63
17,12,2,0,1.5,21.65
5,16,3,1,0.0,7.21
7,6,2,1,10.4,19.32
9,8,6,1,2.3,20.55
1,11,0,0,4.5,5.72
1,14,2,0,0.9,1.91
19,15,0,0,4.1,27.02
6,7,0,0,2.5,10.44
18,12,0,0,1.7,23.64
10,20,2,0,10.6,22.1
11,9,2,0,2.0,19.58
1,7,0,0,3.2,3.7
1,8,6,1,0.0,1.35
13,11,0,1,1.1,19.85
5,21,6,0,6.6,12.08
1,15,1,0,4.3,5.05
3,14,6,0,2.3,4.4
18,21,6,0,6.9,28.15
9,13,6,1,2.0,14.88
14,15,0,1,2.5,24.65
17,19,4,1,1.4,38.05
14,16,1,0,2.9,20.75
4,14,1,1,1.2,6.81
5,9,1,0,1.5,11.79
17,17,4,0,10.2,39.93
2,9,1,0,0.4,3.43
5,20,1,1,0.3,6.64
4,14,2,0,0.1,3.87
4,13,5,0,1.2,5.25
6,17,2,0,1.5,11.97
13,20,0,0,0.3,16.1
5,7,0,0,2.4,9.06
7,13,6,0,2.6,11.4
1,6,3,0,4.2,5.42
14,14,5,0,11.2,28.51
4,14,4,0,2.9,6.94
17,18,2,0,0.4,30.62
14,20,0,0,0.3,17.5
16,13,4,1,4.5,29.72
14,16,1,0,3.2,20.48
16,10,4,0,0.5,28.65
8,10,2,0,0.9,15.65
3,18,5,0,4.2,9.7
19,8,3,2,2.5,48.72
1,10,6,0,2.6,2.7
2,9,2,0,0.7,4.81
15,6,6,0,3.0,21.67
10,21,5,0,4.4,16.54
18,21,0,0,6.5,28.3
14,14,6,2,4.0,27.68
17,20,0,1,2.6,29.86
13,15,4,0,3.4,20.08
1,19,2,0,2.0,2.72
5,9,0,1,0.8,12.67
13,8,1,0,6.4,28.28
14,11,1,0,2.3,18.84
3,6,3,0,2.7,6.2
15,10,4,0,13.8,38.99
19,21,0,1,12.6,41.16
17,20,3,1,2.6,28.25
3,12,1,2,0.1,5.18
16,7,3,0,1.5,22.17
14,15,3,1,8.3,29.73
12,14,0,0,1.0,15.49
12,17,0,0,21.7,42.3
11,20,0,0,0.3,13.2
17,11,4,0,2.5,23.75
8,7,6,0,2.2,11.88
17,13,3,1,0.9,27.02
11,13,3,0,8.9,22.65
2,6,4,0,2.9,5.41
10,17,1,1,0.8,21.58
10,6,2,1,1.5,16.92
11,6,6,0,3.8,16.58
6,17,1,0,1.1,11.84
4,9,4,1,6.4,15.14
12,9,6,1,0.5,26.22
11,21,6,0,0.9,12.47
13,13,3,0,0.5,15.79
5,6,3,0,0.3,5.15
6,15,0,1,1.1,10.01
1,8,0,0,21.3,22.81
6,16,3,0,0.3,9.04
18,6,3,1,0.7,27.17
9,14,5,0,1.0,12.13
15,15,6,2,2.9,28.1
8,17,0,0,4.1,18.76
19,14,0,0,4.2,26.63
16,12,1,0,0.0,18.61
6,21,3,2,3.2,12.62
6,18,6,1,3.0,16.31
3,17,3,2,2.2,12.08
10,20,4,0,1.4,12.7
1,13,1,0,4.8,5.51
14,6,2,0,1.3,18.11
4,10,2,0,0.8,6.85
12,20,2,0,1.1,15.51
6,19,6,2,1.7,16.17
11,7,5,0,0.7,14.96
12,21,0,1,2.8,20.94
10,18,6,2,6.5,31.56
18,6,2,0,2.7,23.99
7,8,4,1,1.8,17.5
7,12,6,0,4.8,12.23
11,6,6,1,4.1,21.6
4,16,0,0,1.4,5.67
1,7,0,0,2.8,4.69
13,7,2,0,3.9,19.47
18,9,0,2,0.8,43.62
9,20,1,1,1.4,14.09
9,17,1,0,0.3,16.2
9,8,2,2,13.2,36.18
10,8,6,0,0.3,16.95
2,15,4,1,0.6,2.07
6,10,0,0,2.0,12.19
15,8,3,0,6.0,31.38
3,16,6,0,1.3,5.37
11,12,2,0,4.4,18.43
6,10,5,0,3.4,15.37
3,9,0,0,3.1,8.55
11,17,2,0,5.6,25.32
15,8,2,0,0.0,27.88
13,20,4,2,7.9,29.8
10,17,3,0,5.3,23.61
6,9,0,0,8.3,19.1
15,19,2,0,4.7,31.39
18,20,2,0,6.3,28.38
18,17,6,1,0.7,39.71
7,7,0,1,1.2,12.13
15,6,2,0,1.1,20.16
18,8,2,0,0.3,32.85
18,21,2,1,3.9,32.01
9,16,1,2,0.4,16.2
2,7,1,0,0.2,2.45
8,21,3,0,4.5,14.8
2,6,4,0,7.1,9.42
11,6,6,0,4.3,17.18
7,7,6,1,5.2,17.81
6,18,0,0,2.7,12.54
10,18,4,0,6.6,24.77
5,14,4,0,2.1,7.35
11,18,6,0,13.4,30.43
1,18,1,0,0.3,1.94
2,10,3,0,5.0,6.92
1,14,4,1,3.1,5.5
19,13,6,0,2.6,25.47
2,18,4,0,3.9,7.95
4,21,2,0,5.5,10.87
12,16,0,0,6.0,19.79
18,11,3,0,0.6,22.25
1,6,6,0,0.7,1.0
1,15,0,1,0.0,1.0
14,10,1,0,0.4,23.2
4,17,4,1,0.9,9.97
5,6,4,0,3.8,10.42
11,12,5,0,1.9,14.18
13,15,0,0,4.3,20.32
16,19,1,0,2.0,30.44
13,16,6,0,2.4,18.29
2,13,5,0,0.4,2.7
16,13,5,0,4.5,23.09
6,12,2,0,4.3,11.13
14,7,5,0,1.1,17.78
1,10,5,2,1.2,2.44
17,9,2,1,0.7,39.28
11,10,4,0,5.0,24.73
19,15,4,0,4.1,28.69
3,14,3,0,2.8,6.52
11,20,5,0,0.8,13.93
5,9,0,1,0.6,12.33
17,21,4,0,0.2,19.76
7,20,1,0,0.1,8.03
10,20,6,2,0.6,18.84
11,17,0,1,0.3,24.15
3,13,3,1,2.4,5.97
10,13,5,1,1.3,17.45
10,7,2,1,1.8,15.38
14,19,3,0,2.7,26.3
12,11,0,0,3.2,17.22
15,10,2,0,3.1,29.14
10,7,1,0,0.9,12.99
10,17,2,1,5.0,26.06
19,15,2,0,7.5,30.04
1,9,1,0,1.1,1.0
10,12,4,0,0.1,11.54
2,18,4,0,6.9,11.0
17,6,2,1,7.7,33.31
7,20,6,0,0.2,9.45
7,21,2,0,0.0,8.25
9,14,3,0,5.1,15.71
2,15,6,0,1.1,4.14
14,17,4,1,7.4,37.49
17,6,1,0,0.7,21.58
1,20,5,2,5.9,6.5
9,17,5,2,0.2,21.38
19,10,2,2,0.9,47.25
4,12,2,0,10.9,16.72
8,13,5,2,0.8,15.01
13,7,3,0,0.4,15.41
4,9,3,1,5.8,14.0
9,7,3,2,0.4,14.28
9,9,0,2,0.3,22.52
18,20,1,1,1.2,27.71
12,11,0,0,3.0,16.24
10,11,2,0,3.7,15.74
11,17,3,0,6.4,26.56
7,18,3,1,2.3,17.64
9,7,5,0,1.5,13.54
6,21,5,0,1.3,8.2
19,16,6,0,5.6,30.16
16,9,3,0,3.9,31.14
15,9,4,2,7.1,45.23
7,19,5,0,10.0,22.52
16,6,1,1,1.1,25.53
5,20,0,0,2.3,8.74
16,19,1,1,3.0,37.73
1,7,5,0,0.5,1.13
19,19,3,0,0.2,32.63
5,8,2,2,6.1,18.41
7,18,4,0,2.3,14.88
19,20,5,0,2.5,26.63
5,16,1,0,2.4,8.01
17,10,2,0,4.2,33.66
8,16,5,0,0.5,9.61
1,13,3,0,2.9,4.7
2,20,6,0,1.9,2.48
15,11,3,0,6.8,25.2
18,8,3,0,2.2,33.84
11,11,3,0,8.6,22.45
10,12,5,2,1.3,17.98
4,11,6,0,10.2,15.46
5,15,4,1,6.2,13.95
4,11,4,0,2.6,8.0
13,6,1,0,1.3,16.14
13,8,5,0,1.4,23.18
18,12,6,0,4.4,26.53
2,9,6,0,2.6,6.77
16,17,3,0,1.5,29.38
1,9,4,1,3.0,6.1
19,12,5,0,4.0,26.31
9,14,2,1,0.1,13.75
3,19,4,2,0.3,5.04
7,16,4,0,0.3,8.77
10,18,6,0,0.8,18.34
1,18,1,0,1.7,2.69
10,20,4,0,4.9,17.56
9,7,2,0,1.3,11.92
15,14,3,1,0.1,21.83
15,8,0,2,2.0,38.34
3,11,1,1,17.1,23.15
5,9,2,0,1.3,9.19
9,6,1,0,9.8,21.13
9,14,5,0,0.3,10.18
7,16,3,0,0.6,9.2
12,20,4,0,3.9,17.92
9,11,5,0,2.1,12.55
6,21,4,2,4.3,14.69
2,13,6,1,6.0,9.35
9,20,2,0,0.9,11.53
17,20,3,2,3.4,33.41
1,7,0,0,2.8,3.32
19,12,0,0,5.9,28.86
6,11,4,1,1.7,10.56
5,7,5,2,0.2,8.11
2,21,6,0,2.6,4.56
9,7,3,0,9.6,19.87
14,9,3,1,0.0,30.96
4,9,2,0,0.8,8.0
4,21,5,0,1.1,5.68
15,8,0,0,4.4,30.95
8,13,2,2,1.2,13.89
4,19,1,0,0.8,9.05
16,12,3,1,3.1,27.46
4,7,0,0,0.1,6.01
16,8,2,0,0.6,28.04
12,15,4,2,1.6,23.36
16,14,1,0,1.3,20.44
19,18,2,0,1.3,34.5
8,10,4,0,0.3,13.89
6,7,0,1,1.3,9.85
10,8,0,0,4.8,22.0
5,13,1,0,1.6,5.97
18,9,4,0,2.6,34.09
10,19,3,0,0.5,18.11
10,7,6,0,0.2,12.25
7,7,6,1,6.4,16.35
18,11,0,0,1.2,23.15
1,13,5,0,1.3,1.57
7,12,3,0,6.3,14.76
1,9,3,2,3.7,8.25
15,7,6,0,4.2,22.14
4,14,2,0,3.4,8.97
10,9,2,1,0.3,22.24
9,14,0,0,9.5,20.17
2,10,3,0,7.2,10.61
14,19,2,0,0.8,24.54
16,17,4,1,4.9,40.31
1,20,4,0,1.6,2.62
2,17,4,1,3.5,7.16
7,16,4,0,0.5,9.25
10,16,3,0,2.3,14.47
1,19,4,0,0.4,2.86
13,12,3,2,2.3,24.4
1,17,6,0,0.8,1.61
5,21,0,0,1.8,7.93
16,10,0,0,3.3,31.12
15,20,4,0,6.3,23.23
17,7,4,0,0.5,21.72
16,11,4,0,6.7,25.53
13,21,0,0,1.5,16.74
11,12,2,0,5.6,19.37
17,19,0,1,2.2,40.94
17,20,4,2,5.9,34.5
2,16,2,0,3.3,5.66
13,18,2,0,2.1,25.75
14,11,1,0,1.1,17.3
11,18,6,0,10.4,30.57
10,19,3,0,4.8,23.62
3,8,6,0,1.4,7.88
17,15,4,2,0.5,28.85
15,13,3,0,4.5,23.33
9,8,1,0,13.8,30.12
10,19,3,0,1.0,19.29
8,10,4,0,7.4,20.19
13,14,1,1,0.4,18.84
18,16,3,0,9.1,31.34
5,10,0,2,4.1,16.36
6,20,2,0,1.3,8.17
17,12,6,0,1.1,21.91
11,16,1,2,3.1,20.17
16,19,0,0,2.7,31.07
9,12,4,0,7.5,18.0
2,10,2,1,4.4,9.64
5,21,6,0,2.3,8.65
1,7,1,0,7.9,8.39
4,10,2,0,2.7,8.92
4,12,5,0,5.7,11.06
3,12,5,0,5.5,8.14
9,9,1,2,7.5,32.14
12,6,1,0,0.2,14.56
10,11,3,0,2.6,15.08
2,18,2,0,1.9,4.43
11,20,5,0,2.0,15.27
10,19,6,0,1.8,18.18
6,8,5,0,5.5,17.46
18,16,2,1,1.2,27.75
2,10,5,0,1.9,4.63
2,9,6,0,0.7,5.18
10,20,0,0,0.9,13.43
16,18,5,0,3.2,31.79
12,7,5,1,0.4,19.22
1,17,4,0,0.6,2.08
8,20,0,0,2.3,10.8
16,12,3,0,0.1,19.48
18,19,1,0,0.4,31.71
13,10,6,2,6.0,38.85
15,20,5,0,5.6,22.52
12,19,6,0,1.3,23.35
8,12,3,0,1.3,11.13
10,14,3,0,8.3,20.87
14,9,0,0,0.1,22.7
5,10,6,2,2.6,16.91
18,14,1,0,2.7,24.63
19,18,4,1,4.7,47.07
15,15,3,0,9.1,26.51
6,16,4,1,1.3,10.7
11,21,1,0,1.7,15.57
11,19,1,0,3.3,23.9
18,18,0,2,10.3,53.36
18,9,6,0,6.6,37.35
10,10,2,0,3.3,20.9
2,18,6,1,5.8,10.85
9,10,5,0,0.3,15.09
14,13,0,0,1.4,19.03
19,20,6,1,0.0,28.29
10,18,4,2,0.6,27.12
4,20,6,1,3.0,8.79
6,9,0,0,6.5,15.79
14,9,1,0,3.0,27.49
4,18,3,1,3.3,11.89
15,12,5,0,0.3,17.9
16,16,5,1,3.3,27.45
7,10,2,0,1.8,15.47
17,11,1,0,3.2,24.2
19,11,5,0,1.2,23.85
19,17,5,2,2.6,49.4
17,21,3,0,1.7,20.88
6,11,4,2,2.5,13.57
11,19,4,2,0.5,29.41
16,15,4,2,1.5,28.57
8,10,0,2,1.4,20.75
11,18,4,1,4.0,26.97
7,18,4,1,3.7,19.37
19,10,0,0,7.2,39.3
10,14,3,0,3.0,15.0
9,18,1,0,1.1,17.65
4,13,5,0,4.6,8.98
15,20,2,0,2.1,19.08
13,9,5,0,0.6,23.56
2,12,4,2,4.1,8.68
2,13,4,0,0.4,2.68
16,17,6,0,0.6,27.94
9,14,5,1,4.3,16.7
13,10,5,0,4.4,27.27
3,8,6,0,4.7,8.66
9,20,4,1,1.0,15.05
13,18,0,0,6.0,28.68
2,9,0,0,3.8,7.05
8,20,0,0,5.4,15.24
9,15,2,0,3.7,14.45
16,11,1,1,2.6,26.12
2,15,4,0,0.3,2.16
6,16,3,2,3.7,13.64
8,10,5,0,3.5,18.9
5,14,5,0,1.1,7.26
9,18,4,2,4.0,26.38
1,16,4,2,2.4,3.84
9,16,4,0,2.5,13.71
10,19,5,0,1.4,17.86
4,8,6,1,0.4,8.25
3,7,4,0,0.7,4.14
10,11,5,0,4.4,17.22
15,18,1,1,1.0,32.88
11,12,3,0,0.0,13.34
14,10,0,0,17.4,41.32
6,6,6,0,0.7,8.46
12,8,3,2,3.2,30.37
13,8,4,0,7.8,31.0
17,17,3,1,2.7,39.1
16,19,4,0,4.8,33.67
3,9,3,0,11.2,16.95
2,19,2,0,5.9,8.72
11,15,3,0,2.4,15.12
9,11,0,0,1.4,11.81
3,10,0,0,2.0,7.31
18,6,6,1,5.5,31.36
15,20,3,1,5.8,28.19
14,11,5,0,5.6,22.71
2,19,5,1,2.7,7.23
17,19,5,0,1.9,30.66
8,14,3,0,1.1,10.46
10,16,5,0,0.0,11.5
18,6,1,0,4.3,26.15
19,13,3,0,1.0,23.71
8,21,0,0,1.2,10.0
8,13,6,0,5.6,14.77
3,8,5,0,0.2,5.83
3,21,2,2,7.9,12.12
12,20,5,1,0.0,18.42
17,18,0,0,8.4,38.43
4,14,1,2,1.8,8.47
17,16,3,0,0.3,20.46
14,18,5,1,3.4,35.34
19,18,2,0,6.8,39.96
9,16,6,0,1.7,13.04
12,13,0,0,3.5,16.43
5,8,6,0,11.6,20.46
11,15,6,0,0.8,13.94
3,10,2,0,5.2,10.09
15,8,4,0,1.0,26.7
14,10,0,0,1.7,25.74
11,21,4,1,1.0,18.03
8,14,2,0,1.8,12.27
4,20,3,1,0.0,6.54
12,17,3,0,1.1,20.97
8,21,3,0,1.8,11.56
6,9,6,0,3.0,13.41
15,11,4,2,3.0,29.37
12,8,6,0,2.6,24.4
16,8,3,0,1.0,29.84
16,21,6,0,8.8,29.28
4,10,1,0,1.5,9.32
11,13,0,0,0.7,14.36
13,19,0,0,2.4,24.01
9,13,6,1,4.1,18.68
4,8,2,1,0.0,9.15
12,13,5,2,1.0,22.1
9,18,4,0,5.2,20.23
13,16,0,0,2.1,16.73
16,18,6,0,1.6,29.05
6,13,4,2,8.0,19.11
10,8,2,0,0.3,17.66
13,15,3,0,2.9,18.2
7,20,5,2,1.3,13.36
19,18,2,0,0.2,33.44
19,20,1,0,0.7,23.63
17,15,3,0,3.0,23.32
13,7,3,0,0.1,17.61
13,15,3,2,2.7,25.42
2,7,2,0,9.4,11.89
10,14,1,0,4.8,16.92
13,12,5,0,1.3,16.32
9,21,4,0,0.4,11.32
1,11,2,0,1.9,2.77
14,21,0,0,1.5,18.18
16,21,0,0,10.7,29.09
15,12,2,0,13.8,31.58
1,13,4,1,1.6,3.29
17,17,0,0,0.5,28.93
13,6,4,1,7.2,26.61
15,13,3,0,4.7,22.88
16,8,2,0,2.1,30.09
16,21,3,2,1.4,27.95
2,8,0,0,1.8,5.02
17,11,4,0,7.0,27.52
11,9,3,0,0.6,19.45
8,9,0,0,4.9,19.85
3,9,6,0,0.1,4.76
12,15,1,0,7.6,23.35
16,14,3,0,2.1,21.9
14,13,1,0,0.8,16.61
16,8,1,1,0.0,34.3
17,6,5,0,2.5,22.72
11,6,0,0,0.8,13.81
17,6,2,0,3.0,24.85
19,9,4,0,1.0,33.73
1,19,6,0,0.3,2.84
12,11,0,0,2.1,16.39
15,9,5,0,2.5,28.75
18,16,5,1,1.8,28.56
14,16,6,1,1.8,21.71
1,8,3,0,2.7,4.45
13,13,4,1,2.2,21.49
15,19,5,1,0.4,34.31
7,13,2,0,0.7,9.55
15,11,0,2,0.5,24.0
10,14,2,0,3.5,15.8
14,17,3,0,2.3,25.6
6,15,0,0,1.7,9.15
14,6,3,2,4.8,29.51
12,18,4,0,1.2,21.53
11,13,4,0,2.5,16.2
19,11,2,0,0.2,23.12
2,6,2,0,4.1,6.81
1,9,4,0,3.6,7.86
8,10,1,1,4.9,23.36
14,12,4,0,6.5,23.95
9,13,6,0,4.3,15.15
2,14,0,1,5.6,9.24
5,17,6,0,1.3,9.88
8,17,3,0,1.3,16.34
16,11,4,0,8.7,26.94
16,15,4,1,7.4,30.8
13,14,5,0,2.4,17.9
15,9,3,0,1.4,27.27
1,13,5,0,6.0,6.62
3,8,3,1,1.2,6.02
6,9,6,0,0.5,11.77
14,15,0,0,3.1,19.71
4,9,3,0,0.1,6.35
18,11,2,0,1.4,22.91
15,20,4,0,4.9,22.82
9,14,3,0,1.0,10.94
18,11,0,1,8.0,33.89
3,6,3,2,9.4,14.73
10,10,4,0,5.1,22.12
17,14,1,0,13.2,33.72
7,10,3,0,2.3,15.22
15,11,2,1,2.5,25.11
1,8,4,0,5.4,7.81
11,13,0,0,2.0,16.25
17,15,6,1,1.6,27.34
5,16,6,1,2.9,11.8
7,21,4,0,3.2,12.47
19,18,5,0,4.2,38.31
15,9,1,0,3.3,28.78
3,9,0,0,4.1,8.24
15,16,1,1,3.4,26.14
5,17,6,0,2.0,12.28
12,10,1,0,0.4,19.46
5,19,2,1,4.6,17.4
3,15,6,0,0.1,4.34
9,20,3,0,14.7,25.91
9,14,2,0,5.3,15.69
7,18,2,1,3.3,17.87
2,13,5,0,10.2,13.18
16,12,2,0,2.8,21.43
9,10,0,0,0.2,14.55
13,14,3,1,2.5,23.1
19,14,3,0,1.0,24.91
17,15,6,0,1.4,21.83
6,15,0,2,1.8,13.53
4,7,2,2,4.5,12.12
1,9,2,2,2.1,5.76
18,13,1,0,1.9,24.69
19,21,6,1,1.1,28.15
9,18,6,0,2.3,18.41
13,19,1,0,0.9,22.57
8,6,5,0,0.9,10.64
13,18,4,0,4.2,28.55
15,20,1,0,1.3,19.15
11,10,3,0,0.2,17.82
12,13,0,1,1.3,20.36
14,7,2,0,3.1,19.91
4,7,4,0,5.0,10.05
1,18,1,0,9.8,12.27
4,21,6,2,4.1,9.94
19,21,4,0,1.7,25.73
9,13,0,0,1.1,11.39
10,15,0,0,0.4,12.88
4,21,6,1,3.0,8.73
9,17,4,0,2.1,17.91
13,14,4,0,3.4,18.3
12,12,5,0,0.8,14.78
11,13,4,1,1.2,17.7
12,10,2,0,1.0,21.32
18,6,3,0,4.8,27.76
12,9,1,0,0.6,19.86
16,20,6,2,2.8,29.57
5,7,1,0,0.2,7.53
12,8,1,0,2.4,23.37
11,17,4,0,0.2,18.11
9,8,6,0,0.6,15.94
18,14,4,0,0.4,22.79
3,18,5,0,1.3,6.7
17,20,4,2,1.3,29.25
14,15,5,0,5.3,20.86
1,20,5,1,0.8,2.7
17,9,2,0,0.3,29.41
8,7,2,2,2.8,16.14
5,8,2,0,3.5,13.73
5,8,2,0,1.0,9.01
9,19,0,0,2.8,19.13
3,12,2,1,4.5,9.31
19,13,2,1,1.3,29.74
9,18,2,0,2.2,18.8
18,21,5,0,0.5,23.86
16,16,1,0,0.1,19.26
1,18,6,0,11.9,13.07
2,11,1,0,1.1,3.72
14,9,1,0,1.0,24.1
14,11,3,0,10.9,28.73
1,18,0,1,3.9,6.24
16,16,5,1,2.6,25.85
15,6,4,0,3.6,21.54
15,18,5,1,3.7,35.0
12,15,2,0,4.3,19.03
16,13,1,1,0.2,23.67
14,6,5,0,1.6,18.65
15,20,0,1,1.0,24.64
15,10,2,0,0.2,28.06
19,7,3,0,1.6,25.57
8,21,4,0,2.9,12.94
2,20,2,0,0.6,3.45
2,11,6,0,1.1,3.66
10,14,4,0,3.1,15.66
3,10,5,1,2.6,7.43
17,9,2,0,6.1,35.86
8,19,3,0,4.7,17.69
4,7,5,0,10.1,15.96
14,17,0,0,2.7,27.38
10,8,4,0,3.6,21.36
1,11,4,1,5.9,8.16
4,13,0,0,5.5,10.78
1,19,6,0,3.8,5.35
17,13,4,0,2.1,22.86
17,10,5,0,1.0,29.43
7,10,1,0,6.3,17.9
15,15,6,0,4.5,21.65
13,19,0,2,5.5,37.39
2,18,3,0,0.5,3.98
19,8,6,0,1.1,34.99
13,21,2,0,1.7,17.64
11,20,2,1,5.5,22.01
15,12,0,1,6.7,27.78
10,20,1,0,1.0,13.62
9,18,5,2,3.5,26.93
9,11,3,0,0.2,11.1
1,20,2,0,1.6,2.01
17,6,2,1,2.0,28.19
12,9,5,1,4.4,30.58
10,11,1,2,6.7,22.72
5,21,4,1,1.2,9.67
18,16,6,2,2.3,31.73
15,11,0,0,3.1,20.85
6,16,1,0,1.2,8.44
7,19,1,0,12.7,25.4
17,20,1,1,6.3,30.6
6,17,1,0,1.1,11.91
8,17,4,0,2.1,16.33
12,8,5,1,0.8,26.82
14,11,3,2,2.2,26.16
12,17,6,0,3.4,23.45
10,15,1,0,0.3,12.19
15,11,6,0,6.1,24.49
7,17,1,0,2.7,14.65
9,14,0,0,13.7,24.52
10,14,2,2,0.1,15.46
10,7,4,0,5.3,17.87
16,9,1,0,4.7,31.42
7,14,3,0,0.4,9.64
5,20,3,0,1.2,7.47
3,19,3,0,6.5,11.4
18,18,0,1,2.2,41.8
11,9,3,1,1.5,27.31
15,13,5,0,7.1,25.73
5,15,0,1,0.3,6.22
12,17,4,0,1.9,22.65
4,8,3,0,3.2,10.0
15,8,2,0,2.8,29.24
9,14,1,0,0.9,12.14
7,21,4,0,2.5,11.18
10,16,5,0,3.7,15.58
13,15,2,0,2.6,17.67
8,13,4,0,3.5,12.48
12,6,5,0,0.9,15.77
19,15,3,0,5.4,28.02
1,19,4,0,1.8,3.2
16,7,4,0,13.1,31.28
17,8,4,0,0.1,29.63
18,19,0,1,1.4,41.14
11,16,2,0,0.6,14.95
18,7,6,0,2.4,23.01
7,8,5,0,0.8,12.29
18,13,3,0,4.0,25.32
8,16,1,2,6.4,19.93
6,16,3,0,0.7,7.94
7,17,3,0,0.5,13.11
10,19,0,1,6.2,29.08
